article_id,expr_type,value,char_offset
1298.txt,interval, this season,1033
1298.txt,interval," Monday,",1129
1698.txt,interval, several years,548
1698.txt,interval, this month,1255
1698.txt,interval, 20 years,2616
1698.txt,interval, this year.,3525
1698.txt,number of years,several years.,549
1698.txt,number of years,"20 years,",2617
1698.txt,year, 1984,2061
959.txt,interval, a day,301
959.txt,interval, 22 years,545
959.txt,interval, a day,1849
959.txt,number of years,22 years ,546
1291.txt,interval, the week,1041
1291.txt,interval, this week,1057
1291.txt,interval, all year.,1165
1291.txt,interval," Friday,",2083
1291.txt,Season, Spring,312
1291.txt,Season, Spring,500
1291.txt,year, 1030,2156
1291.txt,year, 1330,2257
1291.txt,month,March,2094
276.txt,interval, a year.,832
276.txt,interval, a week,1252
276.txt,interval, last year.,1821
276.txt,interval," last year,",2505
276.txt,dd months yyyy, July 2004,1022
276.txt,year, 2005,2004
276.txt,year, 2006,2103
276.txt,year, 2000,2544
276.txt,month,November,1547
276.txt,month,July,1817
32.txt,interval, first month,85
32.txt,interval, the year.,263
32.txt,interval,"
Last week,",500
32.txt,interval, three year,607
32.txt,interval," Tuesday,",627
32.txt,interval, last month.,984
32.txt,interval, coming months,1164
32.txt,interval,The month,1181
32.txt,interval, by month,1190
32.txt,interval," last month,",1729
32.txt,interval, nine years,2051
32.txt,interval, the month.,2311
32.txt,interval, few months,2834
32.txt,number of years,three year ,608
32.txt,number of years,nine years.,2052
32.txt,dd months yyyy, September 1995,860
32.txt,dd months yyyy, November 2003,1415
32.txt,year, 2004,218
32.txt,year, 2005,1773
32.txt,year, 2005,1854
32.txt,year, 2004,2561
32.txt,year, 2004,2620
32.txt,year, 2000,2737
32.txt,year, 2004,2848
32.txt,month,December,72
32.txt,month,September,111
32.txt,month,December,563
32.txt,month,November,790
32.txt,month,October,830
32.txt,month,December,1507
32.txt,month,December,2175
1469.txt,interval," next month,",94
1141.txt,interval, six years,611
1141.txt,number of years,six years ,612
1141.txt,month,May,598
327.txt,year, 2019,1296
994.txt,interval, two years,314
994.txt,number of years,two years ,315
994.txt,dd months yyyy, July 2003,1757
994.txt,year, 1987,604
1627.txt,interval, highest month,298
1627.txt,interval, Every day,430
1627.txt,interval, highest month,559
1627.txt,interval, the year.,753
1627.txt,interval," the year,",1248
1627.txt,interval, previous year.,1835
1627.txt,dd months yyyy, December 2003,352
1627.txt,dd months yyyy, October 2004,588
1627.txt,year, 2004,170
1627.txt,year, 2005,677
1627.txt,year, 2005,1548
1627.txt,year, 2004,1750
1627.txt,year, 2005,1938
1627.txt,month,December,279
1627.txt,month,December,516
307.txt,interval, this week,198
307.txt,interval," last week,",1069
307.txt,interval, 12 months,1553
307.txt,interval, last year,2338
307.txt,number of years,last year ,2339
1729.txt,interval, highest month,304
1729.txt,interval, Every day,436
1729.txt,interval, highest month,565
1729.txt,interval, the year.,759
1729.txt,interval," the year,",1254
1729.txt,interval, previous year.,1841
1729.txt,dd months yyyy, December 2003,358
1729.txt,dd months yyyy, October 2004,594
1729.txt,year, 2004,176
1729.txt,year, 2005,683
1729.txt,year, 2005,1554
1729.txt,year, 2004,1756
1729.txt,year, 2005,1944
1729.txt,month,December,285
1729.txt,month,December,522
1381.txt,interval, last minute,315
1381.txt,interval, 100 years,685
1381.txt,interval, five years,769
1381.txt,interval, each season.,1409
1381.txt,number of years,100 years ,686
1381.txt,number of years,five years ,770
440.txt,interval, afternoon,185
440.txt,interval, five days,286
440.txt,interval, Sunday.,478
440.txt,interval," past week,",1423
440.txt,interval," Sunday,",1503
440.txt,interval, the day,1710
440.txt,interval," this year,",1838
440.txt,year,late 1980s,1622
270.txt,interval, by noon,76
270.txt,interval, this week,185
270.txt,interval," last week,",1209
270.txt,interval, 12 months,1692
270.txt,interval, last year,2477
270.txt,number of years,last year ,2478
417.txt,interval, the Days,883
417.txt,interval, 56 years,1183
417.txt,number of years,56 years ,1184
417.txt,year, 1950,1070
417.txt,year, 2004,1240
1069.txt,interval, Seven minutes,279
1069.txt,interval, 45 minutes,494
1069.txt,interval, 75 minutes,2029
1069.txt,interval, three months,2842
1069.txt,immediate time,immediately,1510
354.txt,interval, several weeks,632
354.txt,interval, two years,1686
354.txt,number of years,two years ,1687
354.txt,year, 2002,1405
354.txt,month,January,684
354.txt,month,September,1532
1688.txt,interval, first month,302
1688.txt,interval, of years,541
1688.txt,interval, per week,1204
1688.txt,interval, or month,1213
1688.txt,interval, few weeks,1362
1688.txt,interval, first month,2744
1688.txt,number of years,of years ,542
1688.txt,year, 2004,1386
1688.txt,month,January,2729
1081.txt,interval, six months,508
1081.txt,interval, two years,523
1081.txt,number of years,two years ,524
325.txt,interval, a year,380
325.txt,interval, a year,480
325.txt,interval," the day,",533
325.txt,interval, the year,643
325.txt,interval,"
Yesterday",695
325.txt,interval," full year,",2083
325.txt,interval, a year,2196
325.txt,number of years,a year ,381
325.txt,number of years,a year ,481
325.txt,number of years,a year ,2197
325.txt,year, 2004,192
325.txt,year, 2003,240
325.txt,year, 2004,1010
325.txt,year, 2004,1020
325.txt,year, 2005,1426
325.txt,year, 2004,1521
325.txt,year, 2004,1933
325.txt,year, 2003,1987
325.txt,month,January,1483
436.txt,interval, 56 years,350
436.txt,interval, Saturday.,396
436.txt,interval, last week,698
436.txt,interval, forty years,1381
436.txt,interval, someday,1443
436.txt,interval, midday,1581
436.txt,interval, 60 years,2005
436.txt,number of years,"56 years,",351
436.txt,number of years,forty years.,1382
436.txt,number of years,60 years.,2006
436.txt,dd months yyyy,4 February 2005,275
436.txt,year, 1950,861
258.txt,interval, four years,274
258.txt,interval, this year.,503
258.txt,interval, third year,529
258.txt,interval, target year,1204
258.txt,interval, next year,1469
258.txt,interval," this year,",1489
258.txt,interval, this year.,1563
258.txt,interval, next year,1649
258.txt,interval, next week.,2662
258.txt,number of years,four years.,275
258.txt,number of years,third year ,530
258.txt,number of years,target year ,1205
258.txt,number of years,next year ,1470
258.txt,number of years,next year ,1650
258.txt,dd months yyyy, November 2003,704
258.txt,year, 2005,245
258.txt,year, 2005,1185
258.txt,year, 2005,1373
119.txt,interval," a year,",252
119.txt,interval, two years,587
119.txt,interval, this month.,994
119.txt,number of years,two years ,588
119.txt,dd months yyyy, March 2003,779
119.txt,year, 2001,728
119.txt,month,September,603
1051.txt,interval, his month,190
1051.txt,interval, his month,627
1051.txt,interval," this week,",1996
1051.txt,interval," Thursday,",3095
1051.txt,month dd yyyy,March 17 2003,3214
1051.txt,dd months yyyy,7 March 2003,2112
1051.txt,dd months yyyy,17 March 2003,2326
696.txt,interval," last year,",74
696.txt,interval," last year,",556
696.txt,interval," last year,",954
696.txt,interval, previous year.,1175
696.txt,interval, the year.,1259
696.txt,year, 2004,256
696.txt,year, 2004,468
696.txt,year, 2004,1081
696.txt,year, 2003,1098
696.txt,year, 2004,1157
47.txt,interval, momentous day,769
47.txt,interval, the day,1117
47.txt,year, 2001,1538
47.txt,month,September,484
1456.txt,interval, Saturday.,135
1456.txt,interval, few days,215
1456.txt,interval, last week.,610
1456.txt,interval, the season.,797
1707.txt,interval, Holidays,1154
1707.txt,interval, this year.,1500
1707.txt,month,April,1495
570.txt,interval, this month.,168
570.txt,interval, Saturday.,1045
570.txt,interval, the year.,1203
570.txt,interval, this week,1823
570.txt,interval, five days,1938
570.txt,month,February,1928
1219.txt,interval, final minute,245
1219.txt,interval, last season,521
1219.txt,interval, consecutive minutes,746
1219.txt,year, 2004,655
506.txt,interval, last year.,3187
1183.txt,interval, Wednesday.,161
1183.txt,interval, this month,558
1183.txt,month,June,107
1183.txt,month,July,115
1183.txt,month,June,759
1183.txt,month,July,767
1183.txt,month,March,804
1183.txt,month,June,1241
1183.txt,month,July,1250
1183.txt,month,June,1278
1183.txt,month,July,1292
1183.txt,month,January,1361
912.txt,interval, 30 years,184
912.txt,interval,day week.,773
912.txt,interval," following day,",2358
912.txt,interval,"
Four hours",2656
912.txt,interval, The minutes,2763
912.txt,interval, Within hours,3377
912.txt,number of years,30 years ,185
912.txt,dd months yyyy, February 1974,518
912.txt,year, 1974,79
912.txt,month,February,275
1655.txt,numbers-time-deictic,five years ago,4876
1655.txt,interval, last week,569
1655.txt,interval, 18 months,1087
1655.txt,interval, hardware today.,1154
1655.txt,interval, two years,1353
1655.txt,interval, an hour.,4452
1655.txt,interval, five years,4875
1655.txt,interval, this year,4911
1655.txt,interval, 12 months,5754
1655.txt,number of years,two years ,1354
1655.txt,number of years,this year ,4912
1655.txt,year, 2005,1051
1655.txt,year, 2006,5195
1655.txt,year, 2006,5907
1655.txt,month,May,262
969.txt,numbers-time-deictic,two months later,2097
969.txt,interval, two months,2096
969.txt,dd months yyyy, December 1996,1148
969.txt,year, 1981,294
969.txt,year, 1987,302
969.txt,year, 1983,481
969.txt,year, 1994,1918
27.txt,interval, recent months,3088
27.txt,dd months yyyy, June 2003,1316
27.txt,year, 2003,476
1644.txt,interval, three years,75
1644.txt,number of years,three years ,76
1644.txt,year, 2004,498
1644.txt,year, 2001,1190
968.txt,interval, Monday.,1558
968.txt,interval, Today,2165
968.txt,immediate time,immediately,2739
968.txt,year, 2001,947
968.txt,month,September,975
968.txt,month,September,2760
1123.txt,interval, this year,91
1123.txt,interval, 12 months,219
1123.txt,interval, Three years,491
1123.txt,interval, two hours,553
1123.txt,interval, 18 minutes,563
1123.txt,interval, 12 months,623
1123.txt,interval, one minute,734
1123.txt,interval, a day,1169
1123.txt,interval, this year,1527
1123.txt,24hr time,2:17:18,681
1123.txt,number of years,this year ,92
1123.txt,number of years,Three years ,492
1123.txt,number of years,this year ,1528
1123.txt,dd months yyyy, October 2003,717
1123.txt,year, 2005,133
1123.txt,year, 2002,172
1123.txt,month,April,278
1123.txt,month,August,887
1123.txt,month,November,960
530.txt,interval, six years,125
530.txt,interval, few years,273
530.txt,number of years,six years.,126
530.txt,number of years,"few years,",274
530.txt,dd months yyyy, December 2001,976
530.txt,month,March,421
725.txt,interval, 20 years,788
725.txt,number of years,20 years ,789
233.txt,year,early 2003,421
991.txt,interval, two days,1274
442.txt,interval, Daniel Day,38
442.txt,interval, with Day,1092
442.txt,interval, 110 years,1149
442.txt,number of years,110 years ,1150
442.txt,year, 1986,319
442.txt,month,February,284
442.txt,month,February,497
448.txt,year, 1999,591
448.txt,year, 2001,645
448.txt,year, 1980s,881
448.txt,month,January,366
446.txt,interval, next year.,416
446.txt,interval, holiday,514
446.txt,interval, two weeks,526
446.txt,year, 2004,1047
446.txt,month,January,603
446.txt,month,October,705
1529.txt,interval, for years,2989
1529.txt,interval, last week,3526
1529.txt,number of years,for years ,2990
1505.txt,interval, 80 hours,580
1505.txt,interval," this year,",1180
1505.txt,interval," Last year,",1428
1505.txt,year, 2010,1631
633.txt,numbers-time-deictic,two years ago,1500
633.txt,interval, 11 months,754
633.txt,interval, the year,811
633.txt,interval," this year,",1415
633.txt,interval, two years,1499
633.txt,interval," the year,",1817
633.txt,interval, a month,2568
633.txt,number of years,the year ,812
633.txt,dd months yyyy, June 2003,3229
633.txt,year, 2004,98
633.txt,month,January,659
633.txt,month,September,780
633.txt,month,September,1062
1.txt,interval," fiscal year,",891
1.txt,interval, fiscal year,1036
1.txt,interval, this year.,1287
1.txt,interval, monsoon season,1460
1.txt,number of years,fiscal year ,1037
1.txt,year, 2003,269
1.txt,year, 2006,430
1.txt,year, 2004,1357
1.txt,year, 2003,1385
1.txt,month-month,April-July,202
1.txt,month-month,April-September,1526
1185.txt,interval, this week,70
1185.txt,interval, three weeks,356
1185.txt,interval, the season,518
1185.txt,interval, 10 days,623
1185.txt,interval, last week,780
1185.txt,year, 1500,1358
531.txt,interval, Saturday.,242
531.txt,interval, this year,457
531.txt,Season, Fall ,893
531.txt,year, 1982,228
531.txt,year, 1989,324
294.txt,interval, recent months,595
294.txt,interval, several years,615
294.txt,interval," Last week,",646
294.txt,interval, last year.,1658
294.txt,interval, seven weeks,1826
294.txt,interval, this year,1841
294.txt,number of years,several years ,616
294.txt,number of years,this year ,1842
1612.txt,interval," last year,",1376
1612.txt,year, 2006,535
1612.txt,year, 2005,806
1612.txt,year, 2006,821
1612.txt,year, 2008,1507
1612.txt,year, 2008,1594
1612.txt,year, 2003,1656
1612.txt,year, 2006,1887
1612.txt,year, 2010,1951
1305.txt,numbers-time-deictic,six years ago,3300
1305.txt,interval,"
Tuesday,",38
1305.txt,interval, 16 years,1350
1305.txt,interval, pay day,1567
1305.txt,interval, 58 minutes,1899
1305.txt,interval, Wednesday.,2067
1305.txt,interval, Boxing Day.,2207
1305.txt,interval, Saturday.,2313
1305.txt,interval, six years,3299
1305.txt,interval, three years,3512
1305.txt,interval, 19 years,3641
1305.txt,number of years,16 years ,1351
1305.txt,number of years,three years ,3513
1305.txt,number of years,19 years ,3642
1305.txt,dd months yyyy,"1 March

1945",48
1305.txt,dd months yyyy,16 January 2002,3223
1305.txt,dd months yyyy,13 January 1999,3416
1305.txt,year, 1976,2771
1305.txt,year, 1991,2953
17.txt,interval, last year,438
17.txt,number of years,last year ,439
17.txt,year, 1999,1506
1703.txt,interval," next month,",94
353.txt,interval, this year,578
353.txt,number of years,this year ,579
353.txt,year, 2004,27
353.txt,year, 2004,69
353.txt,year, 2000,102
353.txt,year, 2005,368
353.txt,year, 2003,1234
353.txt,month,July,1072
353.txt,month,September,1080
1143.txt,interval," Friday,",239
1143.txt,interval, Sportsweek.,304
1143.txt,interval, six weeks,673
1143.txt,interval, Sunday.,879
1143.txt,interval, 12 days,953
1143.txt,interval, few days,1141
1143.txt,month,February,625
1143.txt,month,March,776
1262.txt,numbers-time-deictic,six days ago,1552
1262.txt,interval," the season,",239
1262.txt,interval, two minutes,280
1262.txt,interval," last minute,",460
1262.txt,interval, two weeks,542
1262.txt,interval, six days,1551
1262.txt,interval, next month,1928
1262.txt,interval, this season.,2318
1262.txt,interval," the season,",2456
1262.txt,interval, eight minutes,2987
1262.txt,interval, a season,3176
1262.txt,interval, eight years,3306
1262.txt,interval, this year.,3544
1262.txt,interval, a week.,4315
1262.txt,interval, a season,4617
1262.txt,24hr time,8:41,3193
1262.txt,24hr time,3:35,3448
1262.txt,24hr time,8:14,3808
1262.txt,number of years,eight years.,3307
1262.txt,dd months yyyy, July 2003,1672
1262.txt,year, 1500,3239
1262.txt,year, 2012,4432
1262.txt,month,March,401
267.txt,interval, afternoon,276
267.txt,interval, midday,586
267.txt,interval, last week,660
267.txt,interval," last year,",1884
267.txt,interval, coming months,2169
267.txt,interval, recent months,2734
1378.txt,interval, the week,221
1378.txt,interval, the week,2135
1378.txt,interval, last week,2442
1378.txt,month,November,552
1378.txt,month,March,1494
1590.txt,interval," Saturday,",593
1763.txt,interval, everyday,2987
564.txt,interval, of today,1080
564.txt,interval," successful year,",1397
564.txt,dd months yyyy,11 September 2001,569
564.txt,year, 2004,282
564.txt,year, 2004,740
564.txt,year, 2004,786
564.txt,year, 2005,1333
564.txt,year, 2003,1781
564.txt,year, 2004,1873
564.txt,year, 2003,2079
1340.txt,interval, new season.,161
1340.txt,interval, two months,337
1340.txt,interval," the year,",416
1340.txt,interval, last year,528
1340.txt,interval, two weeks,1062
1340.txt,interval," Wednesday,",1504
1340.txt,number of years,last year ,529
1340.txt,month,December,314
1289.txt,interval, Wednesday.,444
1289.txt,interval, this season.,1333
1289.txt,month,January,765
646.txt,interval, spent months,398
646.txt,interval, this year,595
646.txt,interval," Saturday,",766
646.txt,interval, this year,1754
646.txt,Season, Summer ,2630
646.txt,number of years,this year ,596
646.txt,year, 1950s,203
362.txt,interval, the year,215
362.txt,interval, the year,253
362.txt,interval," Monday,",450
362.txt,interval, financial year,573
362.txt,interval," full year,",875
362.txt,interval, prior year.,973
362.txt,number of years,the year ,216
362.txt,number of years,the year ,254
362.txt,number of years,financial year ,574
362.txt,year, 1200,438
362.txt,month,March,228
362.txt,month,March,592
362.txt,month,January,729
362.txt,month,February,816
362.txt,month,March,829
721.txt,interval, five years,2848
721.txt,interval, thanksgiving day,4084
721.txt,interval, the year,4103
721.txt,interval, next year,4216
721.txt,number of years,five years ,2849
721.txt,number of years,the year ,4104
721.txt,number of years,next year ,4217
721.txt,year, 1857,473
721.txt,year, 1670,707
721.txt,year, 1801,1252
721.txt,year, 1642,1989
721.txt,year, 1727,2214
721.txt,year, 1497,3526
721.txt,year, 1834,3661
721.txt,year, 1834,3763
721.txt,year, 1689,3888
721.txt,year, 1606,4046
721.txt,month,November,4071
1208.txt,interval, last week,204
1208.txt,interval, Sunday.,265
1208.txt,interval, our day.,479
1208.txt,interval,Last week,695
1208.txt,interval, this week,834
1208.txt,interval, this week.,1117
1208.txt,year, 1987,595
549.txt,interval, the year,82
549.txt,interval, next year.,1151
549.txt,number of years,the year ,83
549.txt,month,January,466
874.txt,interval, four months,2334
874.txt,year, 2001,570
874.txt,year, 2003,585
874.txt,year, 2001,1311
874.txt,year, 2003,1320
136.txt,interval, five years,644
136.txt,interval, last year.,1095
136.txt,number of years,five years ,645
136.txt,year, 2004,28
136.txt,year, 2004,169
136.txt,year, 2004,206
136.txt,year, 2005,396
136.txt,year, 2006,480
136.txt,year, 2006,638
136.txt,month,January,500
136.txt,month,June,1043
1005.txt,interval,Next week,1172
1005.txt,weekday,next Sunday,109
1005.txt,Season, Fall,767
1205.txt,interval," last year,",564
1205.txt,interval, the week,602
1205.txt,interval, a month,959
1205.txt,interval, this week,1121
1205.txt,month,February,490
160.txt,interval, last week.,166
160.txt,interval, 10 days,739
160.txt,interval, 18 months,947
160.txt,deictic1,before Friday,1252
671.txt,interval, same week,793
671.txt,interval, first year,1452
671.txt,number of years,first year ,1453
671.txt,year, 1980s,310
671.txt,year, 2005,1440
1014.txt,interval, three years,2384
1014.txt,interval, eight years,2606
1014.txt,number of years,eight years ,2607
1014.txt,year, 2050,582
1014.txt,year, 2008,1527
1014.txt,year, 1997,2593
695.txt,interval, the day,205
695.txt,interval," 20th year,",496
695.txt,interval, this year.,1197
695.txt,interval, Tuesday.,1654
695.txt,year, 2002,667
695.txt,month,February,196
438.txt,interval," Last season,",436
438.txt,interval, this week.,1050
438.txt,interval, last year,1093
438.txt,interval," every season,",1133
438.txt,interval, summer season.,1181
438.txt,number of years,last year ,1094
438.txt,month,January,685
438.txt,month,May,1427
438.txt,month,June,1442
256.txt,month,October,311
35.txt,interval, five years,157
35.txt,interval," Last year,",903
35.txt,number of years,"five years,",158
35.txt,year, 2004,85
35.txt,year, 2003,110
35.txt,year, 2003,188
35.txt,year, 2005,565
1682.txt,interval, grid yesterday,263
1682.txt,interval, a minute.,3395
1682.txt,year, 2005,309
1682.txt,year, 1974,2581
686.txt,interval, this year,160
686.txt,interval, This year,437
686.txt,interval, this year,773
686.txt,interval, this year,855
686.txt,interval, last year,1012
686.txt,interval, this year,1064
686.txt,year, 2005,98
686.txt,year, 2004,319
686.txt,year, 2005,350
167.txt,numbers-time-deictic,five years ago,2617
167.txt,interval, four years,43
167.txt,interval," last year,",394
167.txt,interval,"
Last year,",652
167.txt,interval, a year,1010
167.txt,interval, These days,1472
167.txt,interval, five years,2616
167.txt,interval," that year,",2763
167.txt,interval," Last year,",2809
167.txt,interval," Last year,",3074
167.txt,number of years,four years ,44
167.txt,number of years,a year ,1011
167.txt,year, 2007,365
167.txt,year, 2001,596
167.txt,year, 1999,2661
167.txt,year, 1999,3040
980.txt,interval," Wednesday,",243
980.txt,interval,"
Next month",521
980.txt,interval, 18 days,659
980.txt,immediate time,immediately,1514
980.txt,year, 1230,226
980.txt,year, 1997,596
980.txt,month,March,15
980.txt,month,March,111
980.txt,month,May,516
980.txt,month,May,608
1721.txt,interval, last year.,496
1721.txt,interval," Last year,",2068
1721.txt,interval, this year.,2312
1721.txt,dd months yyyy, January 2005,1923
1721.txt,year, 2003,1865
1721.txt,year,late 2006,2233
395.txt,interval, a year.,273
395.txt,interval," this year,",714
395.txt,interval," every year,",1124
395.txt,year, 2005,466
395.txt,year, 2010,475
395.txt,year, 2010,779
395.txt,year, 2010,1431
1605.txt,interval,"
Fourteen months",865
1605.txt,interval, 46 months,1446
1605.txt,interval, this week,2725
1605.txt,interval," Friday,",3070
1605.txt,dd months yyyy, October 2000,732
1605.txt,year, 1911,834
1605.txt,year, 2940,3094
1605.txt,year,early 1990s,4163
384.txt,interval, 30 years,965
384.txt,interval, a year,2432
384.txt,interval, every day,2737
384.txt,interval, Today,3211
384.txt,interval, four years,3279
384.txt,interval, per year,3302
384.txt,interval, per year.,3321
384.txt,interval, a year,3955
384.txt,number of years,"30 years,",966
384.txt,number of years,a year ,2433
384.txt,number of years,four years ,3280
384.txt,number of years,per year ,3303
384.txt,number of years,a year ,3956
384.txt,year, 2005,1568
384.txt,year, 2005,2257
384.txt,year, 2005,3627
384.txt,month,April,1762
384.txt,month,April,2106
384.txt,month,July,2839
384.txt,month,July,4466
1188.txt,interval, the season.,133
1188.txt,interval, two months,315
1188.txt,interval, next season,584
1188.txt,interval," another season,",769
1188.txt,interval, playing week,789
1188.txt,interval, and week,805
1188.txt,interval, the season,1938
1188.txt,year, 2003,199
1188.txt,year, 2004,304
1188.txt,year, 1995,2052
1188.txt,month,June,18
1188.txt,month,June,235
1188.txt,month,June,477
1154.txt,interval, this season.,289
1154.txt,interval, six weeks,839
1154.txt,interval, recent weeks,1256
1154.txt,interval," Sunday,",1491
1154.txt,interval, 15 minutes,2104
1154.txt,interval, of minutes,2212
1154.txt,interval, this week.,2939
1154.txt,deictic1,last Sunday,1487
1154.txt,deictic1,last Sunday,1837
1154.txt,year, 2003,225
1154.txt,month,September,761
1154.txt,month,November,1422
1508.txt,month,November,526
331.txt,interval, New Year,22
331.txt,interval," Thursday,",315
331.txt,interval, past week,465
331.txt,interval, the week,671
331.txt,interval, New Year,691
331.txt,interval," Thursday,",862
331.txt,interval, afternoon,1012
331.txt,interval," Thursday,",1358
331.txt,year, 2005,142
331.txt,month,January,638
1017.txt,interval, Today,550
1017.txt,interval, 30 years,917
1017.txt,number of years,30 years ,918
1017.txt,year, 1998,653
1017.txt,year, 1701,1766
990.txt,interval, four years,679
990.txt,number of years,"four years,",680
990.txt,year, 2005,714
990.txt,month,November,397
990.txt,month,November,2594
1409.txt,interval, 48 hours,324
1409.txt,interval, Last week,506
1409.txt,interval, a month,605
1409.txt,interval," Monday,",1087
1409.txt,interval, of days,1515
1409.txt,weekday,next Monday,1083
1409.txt,year, 1830,1588
1409.txt,year, 1993,1695
1409.txt,month,February,1228
1757.txt,interval, an hour,1093
1757.txt,interval, a month,1122
1757.txt,interval, six hours,1440
1757.txt,interval," per week,",1556
1757.txt,interval, each day,1941
1757.txt,interval, each year.,1984
1757.txt,interval, each year.,2264
1757.txt,month,May,445
1757.txt,month,May,1511
184.txt,interval, Wednesday.,446
184.txt,interval, Tuesday.,523
184.txt,interval, last year,651
184.txt,interval, unseason,927
184.txt,interval, recent days,960
184.txt,Season,Winter ,0
184.txt,immediate time,immediately,1263
184.txt,year, 2004,744
184.txt,month,November,295
184.txt,month,October,710
1121.txt,numbers-time-deictic,two years ago,569
1121.txt,numbers-time-deictic,two years ago,904
1121.txt,interval, last week,227
1121.txt,interval, two years,568
1121.txt,interval, the year,663
1121.txt,interval, two years,903
1121.txt,number of years,the year ,664
1121.txt,year, 1998,967
1121.txt,month,march,6
759.txt,immediate time,immediately,244
1043.txt,interval, this week,259
1353.txt,interval, second year,242
1353.txt,interval, five minutes,1382
1353.txt,number of years,second year ,243
1108.txt,interval, Saturday.,783
1108.txt,interval, Saturday.,1616
1108.txt,interval, Saturday.,1956
1108.txt,month,April,693
1108.txt,month,March,1929
342.txt,interval, fiscal year,136
342.txt,interval," fiscal year,",459
342.txt,interval, five years,705
342.txt,number of years,fiscal year ,137
342.txt,number of years,five years.,706
342.txt,dd months yyyy, April 2005,160
342.txt,year, 2006,383
342.txt,year, 2000,493
1066.txt,interval, each season.,384
1066.txt,interval," the season,",752
1066.txt,interval, last week,822
1066.txt,year, 1984,556
1066.txt,year, 1989,625
1328.txt,year, 2007,196
1328.txt,year, 2000,1152
605.txt,interval, a month,474
605.txt,interval, five years,861
605.txt,interval, this year,1024
605.txt,number of years,five years.,862
605.txt,number of years,this year ,1025
605.txt,year, 1990,553
605.txt,year,early 1980s,904
605.txt,year, 1987,977
605.txt,month,December,342
605.txt,month,October,1178
257.txt,interval, a year,771
257.txt,interval, the year,840
257.txt,number of years,a year ,772
257.txt,number of years,the year ,841
257.txt,dd months yyyy,31 December 2003,857
257.txt,year, 2005,404
257.txt,month,July,654
205.txt,interval, two hours,1383
205.txt,interval, Thursday.,1896
205.txt,interval, Today,2177
205.txt,interval, a year,3163
205.txt,interval," Wednesday,",3356
205.txt,number of years,a year ,3164
1307.txt,interval, next year.,1222
1307.txt,month,June,1218
1307.txt,month,March,1893
1632.txt,interval, within minutes,694
392.txt,year, 2005,172
475.txt,interval," a year,",1005
475.txt,year, 2002,1547
475.txt,year, 2012,1946
475.txt,year, 2002,2013
475.txt,year, 2014,2342
462.txt,interval, Tuesday.,239
462.txt,interval, few years,295
462.txt,interval, first week,791
462.txt,interval, few years,1061
462.txt,interval, of years,1170
462.txt,interval, Friday.,1617
462.txt,number of years,few years ,296
462.txt,number of years,few years ,1062
462.txt,number of years,of years ,1171
203.txt,interval, next year.,1155
203.txt,interval, this week,1323
203.txt,interval, last week,1565
203.txt,year, 2010,1644
203.txt,year, 2006,1803
1063.txt,numbers-time-deictic,two years ago,535
1063.txt,interval," this day,",370
1063.txt,interval, on today.,424
1063.txt,interval, lived today,447
1063.txt,interval, two years,534
1063.txt,interval, his day,1055
1063.txt,interval, waiting years,1089
1063.txt,interval, 18 years,1248
1063.txt,interval, 185 days,1261
1063.txt,interval," the year,",1362
1063.txt,interval, this week,2315
1063.txt,number of years,waiting years ,1090
1063.txt,number of years,18 years ,1249
1063.txt,year, 2000,211
588.txt,numbers-time-deictic,two years ago,2002
588.txt,interval, Monday.,301
588.txt,interval, every day,1681
588.txt,interval," Tuesday,",1830
588.txt,interval, two years,2001
588.txt,interval, two years,2926
588.txt,interval, birthday,3176
588.txt,number of years,free years ,1612
588.txt,number of years,two years ,2927
588.txt,year, 1999,745
1445.txt,numbers-time-deictic,six years ago,1747
1445.txt,interval, one day,1438
1445.txt,interval, and today,1468
1445.txt,interval, many years,1687
1445.txt,interval, six years,1746
1445.txt,interval, a week,2454
1445.txt,number of years,many years.,1688
1445.txt,year, 2003,1173
1445.txt,year, 2004,1251
1445.txt,year, 1998,1984
1445.txt,year, 2001,2184
1445.txt,year, 2003,2231
1445.txt,year, 1871,2326
1445.txt,month,November,118
1445.txt,month,August,237
1445.txt,month,August,1390
1445.txt,month,November,2385
650.txt,interval, Wednesday.,167
650.txt,interval," a year,",809
650.txt,year, 1980s,1816
650.txt,year, 2000,1836
706.txt,interval, everyday,213
706.txt,interval, five years,1019
706.txt,number of years,five years.,1020
706.txt,year, 2002,1108
706.txt,year, 2004,1130
706.txt,year, 2007,1234
1398.txt,interval, New Year,79
1398.txt,interval, difficult year,1587
1398.txt,number of years,difficult year ,1588
979.txt,interval," Monday,",776
979.txt,deictic1,last Friday,114
457.txt,interval, of years,1784
457.txt,number of years,"of years,",1785
662.txt,interval, birthday,130
662.txt,interval, Godzilla Day,559
662.txt,interval, 50 years,1065
662.txt,number of years,50 years.,1066
662.txt,year, 1954,1310
1588.txt,interval," last year,",123
1588.txt,interval, 18 months,1072
1588.txt,interval, next month,2516
1588.txt,interval, three months,3509
1588.txt,year, 2004,113
1588.txt,year, 2008,336
1588.txt,year, 2008,727
1588.txt,year,mid-2005,1800
1588.txt,month,September,3534
1352.txt,interval, 65 years,36
1352.txt,interval," Even today,",378
1352.txt,interval, the year.,716
1352.txt,interval, last week,908
1352.txt,interval, subsequent months,1314
1352.txt,interval, nowadays,2392
1352.txt,interval, Next year,2807
